conversation_id,turn_id,speaker_role,text,label,stage,text_clean
42,7,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
42,8,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
43,0,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
43,1,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
43,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
43,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
43,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
43,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation,"let’s talk somewhere more private, not in this chat."
43,6,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
43,7,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
43,8,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
43,9,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
43,10,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
44,0,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
44,1,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
44,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming,"hey, you seem cool, what games do you usually play?"
44,3,adult,"don’t worry, I always have your back.",grooming,trust_building,"don’t worry, i always have your back."
44,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
44,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
44,6,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
44,7,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
44,8,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
44,9,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
45,0,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
45,1,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
45,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming,"you’re really good at this, how long have you been playing?"
45,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
45,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
45,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
45,6,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
45,7,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
45,8,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
46,0,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
46,1,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
46,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming,"hey, you seem cool, what games do you usually play?"
46,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
46,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
46,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
46,6,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
47,0,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
47,1,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
47,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming,"you’re really good at this, how long have you been playing?"
47,3,adult,"don’t worry, I always have your back.",grooming,trust_building,"don’t worry, i always have your back."
47,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation,"you shouldn’t listen to your friends, they’re just jealous."
47,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
47,6,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
48,0,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
48,1,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
48,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming,"hey, you seem cool, what games do you usually play?"
48,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
48,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation,"you shouldn’t listen to your friends, they’re just jealous."
48,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
48,6,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
49,0,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
49,1,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
49,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming,"you’re really good at this, how long have you been playing?"
49,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building,"you can tell me anything, i’m not like other people."
49,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
49,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
49,6,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
49,7,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
49,8,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
49,9,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
50,0,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
50,1,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
50,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming,"hey, you seem cool, what games do you usually play?"
50,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
50,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
50,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation,"let’s talk somewhere more private, not in this chat."
51,0,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
51,1,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
51,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming,"you’re really good at this, how long have you been playing?"
51,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
51,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation,"don’t tell your parents about our chats, they wouldn’t understand."
51,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
51,6,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
52,0,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
52,1,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
52,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
52,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
52,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation,"you shouldn’t listen to your friends, they’re just jealous."
52,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
52,6,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
52,7,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
52,8,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
52,9,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
52,10,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
53,0,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
53,1,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
53,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
53,3,adult,"don’t worry, I always have your back.",grooming,trust_building,"don’t worry, i always have your back."
53,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
53,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
53,6,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
53,7,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
54,0,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
54,1,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
54,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
54,3,adult,"don’t worry, I always have your back.",grooming,trust_building,"don’t worry, i always have your back."
54,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation,"you shouldn’t listen to your friends, they’re just jealous."
54,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
55,0,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
55,1,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
55,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
55,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
55,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
55,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
55,6,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
55,7,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
56,0,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
56,1,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
56,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
56,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
56,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
56,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
56,6,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
56,7,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
57,0,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
57,1,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
57,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
57,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
57,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation,"don’t tell your parents about our chats, they wouldn’t understand."
57,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation,"let’s talk somewhere more private, not in this chat."
57,6,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
58,0,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
58,1,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
58,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
58,3,adult,"don’t worry, I always have your back.",grooming,trust_building,"don’t worry, i always have your back."
58,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation,"don’t tell your parents about our chats, they wouldn’t understand."
58,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
58,6,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
58,7,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
58,8,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
58,9,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
58,10,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
58,11,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
59,0,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
59,1,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
59,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming,"hey, you seem cool, what games do you usually play?"
59,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building,"you can tell me anything, i’m not like other people."
59,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
59,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
60,0,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
60,1,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
60,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
60,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building,"you can tell me anything, i’m not like other people."
60,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
60,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
60,6,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
60,7,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
60,8,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
61,0,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
61,1,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
61,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming,"you’re really good at this, how long have you been playing?"
61,3,adult,"don’t worry, I always have your back.",grooming,trust_building,"don’t worry, i always have your back."
61,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation,"don’t tell your parents about our chats, they wouldn’t understand."
61,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
61,6,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
62,0,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
62,1,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
62,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming,"hey, you seem cool, what games do you usually play?"
62,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
62,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
62,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
62,6,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
62,7,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
62,8,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
62,9,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
63,0,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
63,1,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
63,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming,"you’re really good at this, how long have you been playing?"
63,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
63,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation,"don’t tell your parents about our chats, they wouldn’t understand."
63,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation,"let’s talk somewhere more private, not in this chat."
64,0,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
64,1,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
64,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
64,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building,"you can tell me anything, i’m not like other people."
64,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation,"you shouldn’t listen to your friends, they’re just jealous."
64,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation,"let’s talk somewhere more private, not in this chat."
65,0,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
65,1,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
65,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
65,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building,"you can tell me anything, i’m not like other people."
65,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation,"don’t tell your parents about our chats, they wouldn’t understand."
65,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
65,6,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
65,7,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
65,8,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
65,9,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
65,10,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
65,11,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
66,0,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
66,1,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
66,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming,"you’re really good at this, how long have you been playing?"
66,3,adult,"don’t worry, I always have your back.",grooming,trust_building,"don’t worry, i always have your back."
66,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
66,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
66,6,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
66,7,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
66,8,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
66,9,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
66,10,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
66,11,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
67,0,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
67,1,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
67,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming,"hey, you seem cool, what games do you usually play?"
67,3,adult,"don’t worry, I always have your back.",grooming,trust_building,"don’t worry, i always have your back."
67,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation,"don’t tell your parents about our chats, they wouldn’t understand."
67,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
67,6,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
67,7,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
67,8,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
67,9,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
67,10,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
68,0,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
68,1,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
68,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
68,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building,"you can tell me anything, i’m not like other people."
68,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation,"you shouldn’t listen to your friends, they’re just jealous."
68,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
68,6,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
68,7,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
68,8,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
69,0,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
69,1,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
69,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming,"you’re really good at this, how long have you been playing?"
69,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
69,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
69,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
70,0,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
70,1,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
70,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming,"hey, you seem cool, what games do you usually play?"
70,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building,"you can tell me anything, i’m not like other people."
70,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation,"don’t tell your parents about our chats, they wouldn’t understand."
70,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
71,0,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
71,1,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
71,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
71,3,adult,"don’t worry, I always have your back.",grooming,trust_building,"don’t worry, i always have your back."
71,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
71,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
71,6,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
71,7,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
71,8,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
71,9,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
71,10,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
72,0,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
72,1,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
72,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming,"you’re really good at this, how long have you been playing?"
72,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
72,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation,"don’t tell your parents about our chats, they wouldn’t understand."
72,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
72,6,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
72,7,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
72,8,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
72,9,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
72,10,adult,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
72,11,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
73,0,child,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
73,1,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
73,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
73,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
73,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation,"you shouldn’t listen to your friends, they’re just jealous."
73,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation,"let’s talk somewhere more private, not in this chat."
73,6,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
74,0,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
74,1,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
74,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
74,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
74,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation,"you shouldn’t listen to your friends, they’re just jealous."
74,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
74,6,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
74,7,child,"gotta go, see you tomorrow.",non_grooming,none,"gotta go, see you tomorrow."
74,8,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
74,9,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
75,0,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
75,1,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
75,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming,"you’re really good at this, how long have you been playing?"
75,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
75,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation,"you shouldn’t listen to your friends, they’re just jealous."
75,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation,"let’s talk somewhere more private, not in this chat."
75,6,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
75,7,child,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
75,8,child,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
75,9,child,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
76,0,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
76,1,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
76,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming,"you’re really good at this, how long have you been playing?"
76,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building,"you seem different from other players, like i actually get you."
76,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation,"don’t tell your parents about our chats, they wouldn’t understand."
76,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation,"i feel really close to you, do you feel the same way about me?"
76,6,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
76,7,adult,nice shot! that was crazy.,non_grooming,none,nice shot! that was crazy.
76,8,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
76,9,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
77,0,adult,my internet is lagging again omg.,non_grooming,none,my internet is lagging again omg.
77,1,adult,anyone wanna join my team?,non_grooming,none,anyone wanna join my team?
77,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming,gg! want to play again tomorrow?
77,3,adult,"don’t worry, I always have your back.",grooming,trust_building,"don’t worry, i always have your back."
77,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation,"we should keep this just between us, it’s our secret."
77,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation,can you send me a pic just for me? i won’t show anyone.
77,6,adult,"brb, need to finish homework.",non_grooming,none,"brb, need to finish homework."
