conversation_id,turn_id,speaker_role,text,label,stage
50,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation
50,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
50,6,adult,anyone wanna join my team?,non_grooming,none
50,7,adult,anyone wanna join my team?,non_grooming,none
51,0,child,anyone wanna join my team?,non_grooming,none
51,1,child,my internet is lagging again omg.,non_grooming,none
51,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming
51,3,adult,"don’t worry, I always have your back.",grooming,trust_building
51,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation
51,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
52,0,adult,nice shot! that was crazy.,non_grooming,none
52,1,child,"brb, need to finish homework.",non_grooming,none
52,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
52,3,adult,"don’t worry, I always have your back.",grooming,trust_building
52,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation
52,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation
52,6,adult,"brb, need to finish homework.",non_grooming,none
52,7,child,my internet is lagging again omg.,non_grooming,none
52,8,child,my internet is lagging again omg.,non_grooming,none
52,9,child,"brb, need to finish homework.",non_grooming,none
53,0,child,anyone wanna join my team?,non_grooming,none
53,1,adult,anyone wanna join my team?,non_grooming,none
53,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
53,3,adult,"don’t worry, I always have your back.",grooming,trust_building
53,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation
53,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
53,6,adult,anyone wanna join my team?,non_grooming,none
53,7,child,"gotta go, see you tomorrow.",non_grooming,none
54,0,child,my internet is lagging again omg.,non_grooming,none
54,1,adult,my internet is lagging again omg.,non_grooming,none
54,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
54,3,adult,"don’t worry, I always have your back.",grooming,trust_building
54,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation
54,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
55,0,adult,"gotta go, see you tomorrow.",non_grooming,none
55,1,child,"brb, need to finish homework.",non_grooming,none
55,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
55,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building
55,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation
55,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
55,6,adult,anyone wanna join my team?,non_grooming,none
55,7,child,"gotta go, see you tomorrow.",non_grooming,none
55,8,adult,my internet is lagging again omg.,non_grooming,none
56,0,adult,nice shot! that was crazy.,non_grooming,none
56,1,child,"brb, need to finish homework.",non_grooming,none
56,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
56,3,adult,"don’t worry, I always have your back.",grooming,trust_building
56,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation
56,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation
56,6,child,anyone wanna join my team?,non_grooming,none
56,7,adult,nice shot! that was crazy.,non_grooming,none
57,0,child,anyone wanna join my team?,non_grooming,none
57,1,adult,"gotta go, see you tomorrow.",non_grooming,none
57,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
57,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building
57,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation
57,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
57,6,child,"brb, need to finish homework.",non_grooming,none
57,7,adult,anyone wanna join my team?,non_grooming,none
57,8,child,"brb, need to finish homework.",non_grooming,none
57,9,child,anyone wanna join my team?,non_grooming,none
57,10,child,nice shot! that was crazy.,non_grooming,none
58,0,adult,"gotta go, see you tomorrow.",non_grooming,none
58,1,child,"brb, need to finish homework.",non_grooming,none
58,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
58,3,adult,"don’t worry, I always have your back.",grooming,trust_building
58,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
58,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
58,6,child,nice shot! that was crazy.,non_grooming,none
58,7,adult,my internet is lagging again omg.,non_grooming,none
58,8,child,nice shot! that was crazy.,non_grooming,none
58,9,adult,my internet is lagging again omg.,non_grooming,none
58,10,child,nice shot! that was crazy.,non_grooming,none
59,0,child,nice shot! that was crazy.,non_grooming,none
59,1,adult,"gotta go, see you tomorrow.",non_grooming,none
59,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
59,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building
59,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
59,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation
59,6,adult,"brb, need to finish homework.",non_grooming,none
59,7,adult,my internet is lagging again omg.,non_grooming,none
59,8,adult,"brb, need to finish homework.",non_grooming,none
59,9,adult,my internet is lagging again omg.,non_grooming,none
59,10,adult,"brb, need to finish homework.",non_grooming,none
59,11,adult,"gotta go, see you tomorrow.",non_grooming,none
60,0,adult,nice shot! that was crazy.,non_grooming,none
60,1,child,"brb, need to finish homework.",non_grooming,none
60,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
60,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building
60,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
60,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation
60,6,adult,anyone wanna join my team?,non_grooming,none
60,7,child,my internet is lagging again omg.,non_grooming,none
60,8,adult,my internet is lagging again omg.,non_grooming,none
60,9,adult,nice shot! that was crazy.,non_grooming,none
60,10,child,my internet is lagging again omg.,non_grooming,none
61,0,adult,my internet is lagging again omg.,non_grooming,none
61,1,adult,nice shot! that was crazy.,non_grooming,none
61,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
61,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building
61,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
61,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
62,0,adult,"gotta go, see you tomorrow.",non_grooming,none
62,1,child,nice shot! that was crazy.,non_grooming,none
62,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
62,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building
62,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
62,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation
62,6,adult,"gotta go, see you tomorrow.",non_grooming,none
62,7,adult,my internet is lagging again omg.,non_grooming,none
62,8,child,"gotta go, see you tomorrow.",non_grooming,none
62,9,adult,my internet is lagging again omg.,non_grooming,none
62,10,adult,anyone wanna join my team?,non_grooming,none
63,0,adult,nice shot! that was crazy.,non_grooming,none
63,1,adult,anyone wanna join my team?,non_grooming,none
63,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
63,3,adult,"don’t worry, I always have your back.",grooming,trust_building
63,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
63,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation
63,6,adult,"brb, need to finish homework.",non_grooming,none
64,0,child,"brb, need to finish homework.",non_grooming,none
64,1,adult,"brb, need to finish homework.",non_grooming,none
64,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
64,3,adult,"don’t worry, I always have your back.",grooming,trust_building
64,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation
64,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation
64,6,adult,my internet is lagging again omg.,non_grooming,none
64,7,child,my internet is lagging again omg.,non_grooming,none
64,8,child,nice shot! that was crazy.,non_grooming,none
64,9,child,anyone wanna join my team?,non_grooming,none
64,10,child,"brb, need to finish homework.",non_grooming,none
65,0,child,my internet is lagging again omg.,non_grooming,none
65,1,child,"gotta go, see you tomorrow.",non_grooming,none
65,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming
65,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building
65,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation
65,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
65,6,child,anyone wanna join my team?,non_grooming,none
65,7,child,nice shot! that was crazy.,non_grooming,none
66,0,child,anyone wanna join my team?,non_grooming,none
66,1,adult,"brb, need to finish homework.",non_grooming,none
66,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
66,3,adult,"don’t worry, I always have your back.",grooming,trust_building
66,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
66,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
66,6,child,"gotta go, see you tomorrow.",non_grooming,none
66,7,child,"brb, need to finish homework.",non_grooming,none
66,8,child,my internet is lagging again omg.,non_grooming,none
66,9,child,"gotta go, see you tomorrow.",non_grooming,none
66,10,adult,anyone wanna join my team?,non_grooming,none
66,11,child,"brb, need to finish homework.",non_grooming,none
67,0,child,"gotta go, see you tomorrow.",non_grooming,none
67,1,child,anyone wanna join my team?,non_grooming,none
67,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
67,3,adult,"don’t worry, I always have your back.",grooming,trust_building
67,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
67,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
68,0,adult,my internet is lagging again omg.,non_grooming,none
68,1,adult,"gotta go, see you tomorrow.",non_grooming,none
68,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
68,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building
68,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
68,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
68,6,child,"gotta go, see you tomorrow.",non_grooming,none
68,7,adult,"gotta go, see you tomorrow.",non_grooming,none
68,8,adult,my internet is lagging again omg.,non_grooming,none
68,9,adult,anyone wanna join my team?,non_grooming,none
68,10,child,nice shot! that was crazy.,non_grooming,none
68,11,adult,"brb, need to finish homework.",non_grooming,none
69,0,adult,anyone wanna join my team?,non_grooming,none
69,1,child,nice shot! that was crazy.,non_grooming,none
69,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming
69,3,adult,"don’t worry, I always have your back.",grooming,trust_building
69,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation
69,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
69,6,child,nice shot! that was crazy.,non_grooming,none
69,7,adult,my internet is lagging again omg.,non_grooming,none
69,8,adult,"gotta go, see you tomorrow.",non_grooming,none
70,0,child,anyone wanna join my team?,non_grooming,none
70,1,adult,anyone wanna join my team?,non_grooming,none
70,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming
70,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building
70,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation
70,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation
70,6,child,nice shot! that was crazy.,non_grooming,none
70,7,child,nice shot! that was crazy.,non_grooming,none
70,8,child,"gotta go, see you tomorrow.",non_grooming,none
70,9,adult,"brb, need to finish homework.",non_grooming,none
70,10,child,"brb, need to finish homework.",non_grooming,none
70,11,child,"brb, need to finish homework.",non_grooming,none
71,0,child,nice shot! that was crazy.,non_grooming,none
71,1,adult,"brb, need to finish homework.",non_grooming,none
71,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
71,3,adult,"don’t worry, I always have your back.",grooming,trust_building
71,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation
71,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation
71,6,child,"brb, need to finish homework.",non_grooming,none
71,7,adult,anyone wanna join my team?,non_grooming,none
71,8,adult,"brb, need to finish homework.",non_grooming,none
71,9,child,nice shot! that was crazy.,non_grooming,none
71,10,child,my internet is lagging again omg.,non_grooming,none
71,11,child,"gotta go, see you tomorrow.",non_grooming,none
72,0,child,my internet is lagging again omg.,non_grooming,none
72,1,adult,my internet is lagging again omg.,non_grooming,none
72,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming
72,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building
72,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
72,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
72,6,child,my internet is lagging again omg.,non_grooming,none
72,7,adult,"brb, need to finish homework.",non_grooming,none
73,0,adult,nice shot! that was crazy.,non_grooming,none
73,1,adult,"gotta go, see you tomorrow.",non_grooming,none
73,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming
73,3,adult,"don’t worry, I always have your back.",grooming,trust_building
73,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
73,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation
73,6,child,"gotta go, see you tomorrow.",non_grooming,none
73,7,adult,nice shot! that was crazy.,non_grooming,none
73,8,adult,"brb, need to finish homework.",non_grooming,none
74,0,adult,"gotta go, see you tomorrow.",non_grooming,none
74,1,child,nice shot! that was crazy.,non_grooming,none
74,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
74,3,adult,"don’t worry, I always have your back.",grooming,trust_building
74,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
74,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation
74,6,adult,nice shot! that was crazy.,non_grooming,none
74,7,child,anyone wanna join my team?,non_grooming,none
74,8,adult,anyone wanna join my team?,non_grooming,none
74,9,child,my internet is lagging again omg.,non_grooming,none
74,10,adult,"gotta go, see you tomorrow.",non_grooming,none
75,0,adult,"gotta go, see you tomorrow.",non_grooming,none
75,1,adult,nice shot! that was crazy.,non_grooming,none
75,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
75,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building
75,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
75,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
75,6,child,anyone wanna join my team?,non_grooming,none
75,7,child,nice shot! that was crazy.,non_grooming,none
75,8,adult,"gotta go, see you tomorrow.",non_grooming,none
75,9,adult,anyone wanna join my team?,non_grooming,none
75,10,child,anyone wanna join my team?,non_grooming,none
75,11,adult,nice shot! that was crazy.,non_grooming,none
76,0,child,my internet is lagging again omg.,non_grooming,none
76,1,child,anyone wanna join my team?,non_grooming,none
76,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
76,3,adult,"don’t worry, I always have your back.",grooming,trust_building
76,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation
76,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
76,6,adult,"gotta go, see you tomorrow.",non_grooming,none
76,7,adult,anyone wanna join my team?,non_grooming,none
76,8,adult,"gotta go, see you tomorrow.",non_grooming,none
77,0,adult,nice shot! that was crazy.,non_grooming,none
77,1,adult,"gotta go, see you tomorrow.",non_grooming,none
77,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
77,3,adult,"don’t worry, I always have your back.",grooming,trust_building
77,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
77,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
77,6,adult,"gotta go, see you tomorrow.",non_grooming,none
77,7,adult,nice shot! that was crazy.,non_grooming,none
77,8,adult,nice shot! that was crazy.,non_grooming,none
77,9,adult,"gotta go, see you tomorrow.",non_grooming,none
77,10,child,my internet is lagging again omg.,non_grooming,none
77,11,child,nice shot! that was crazy.,non_grooming,none
78,0,adult,"brb, need to finish homework.",non_grooming,none
78,1,adult,"gotta go, see you tomorrow.",non_grooming,none
78,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
78,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building
78,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation
78,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
78,6,adult,"gotta go, see you tomorrow.",non_grooming,none
78,7,adult,my internet is lagging again omg.,non_grooming,none
78,8,child,"brb, need to finish homework.",non_grooming,none
78,9,adult,"brb, need to finish homework.",non_grooming,none
78,10,adult,anyone wanna join my team?,non_grooming,none
79,0,child,anyone wanna join my team?,non_grooming,none
79,1,adult,nice shot! that was crazy.,non_grooming,none
79,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
79,3,adult,"don’t worry, I always have your back.",grooming,trust_building
79,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation
79,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
79,6,adult,"brb, need to finish homework.",non_grooming,none
79,7,adult,my internet is lagging again omg.,non_grooming,none
79,8,adult,nice shot! that was crazy.,non_grooming,none
79,9,child,"brb, need to finish homework.",non_grooming,none
80,0,child,nice shot! that was crazy.,non_grooming,none
80,1,adult,"brb, need to finish homework.",non_grooming,none
80,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming
80,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building
80,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
80,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
80,6,adult,anyone wanna join my team?,non_grooming,none
80,7,adult,"gotta go, see you tomorrow.",non_grooming,none
80,8,adult,"gotta go, see you tomorrow.",non_grooming,none
80,9,child,"brb, need to finish homework.",non_grooming,none
80,10,adult,nice shot! that was crazy.,non_grooming,none
81,0,child,"gotta go, see you tomorrow.",non_grooming,none
81,1,adult,nice shot! that was crazy.,non_grooming,none
81,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
81,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building
81,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation
81,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
81,6,child,nice shot! that was crazy.,non_grooming,none
82,0,child,anyone wanna join my team?,non_grooming,none
82,1,child,anyone wanna join my team?,non_grooming,none
82,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming
82,3,adult,"don’t worry, I always have your back.",grooming,trust_building
82,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation
82,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation
82,6,adult,nice shot! that was crazy.,non_grooming,none
82,7,child,nice shot! that was crazy.,non_grooming,none
82,8,child,nice shot! that was crazy.,non_grooming,none
82,9,child,my internet is lagging again omg.,non_grooming,none
82,10,adult,anyone wanna join my team?,non_grooming,none
83,0,child,nice shot! that was crazy.,non_grooming,none
83,1,child,nice shot! that was crazy.,non_grooming,none
83,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
83,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building
83,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation
83,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
83,6,child,anyone wanna join my team?,non_grooming,none
83,7,adult,my internet is lagging again omg.,non_grooming,none
83,8,child,"gotta go, see you tomorrow.",non_grooming,none
83,9,adult,"brb, need to finish homework.",non_grooming,none
83,10,adult,"brb, need to finish homework.",non_grooming,none
83,11,child,my internet is lagging again omg.,non_grooming,none
84,0,adult,"brb, need to finish homework.",non_grooming,none
84,1,adult,anyone wanna join my team?,non_grooming,none
84,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
84,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building
84,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation
84,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
84,6,child,nice shot! that was crazy.,non_grooming,none
84,7,child,nice shot! that was crazy.,non_grooming,none
84,8,child,"gotta go, see you tomorrow.",non_grooming,none
84,9,child,nice shot! that was crazy.,non_grooming,none
84,10,child,nice shot! that was crazy.,non_grooming,none
85,0,adult,"brb, need to finish homework.",non_grooming,none
85,1,adult,nice shot! that was crazy.,non_grooming,none
85,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
85,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building
85,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation
85,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation
85,6,adult,my internet is lagging again omg.,non_grooming,none
85,7,adult,"gotta go, see you tomorrow.",non_grooming,none
85,8,child,nice shot! that was crazy.,non_grooming,none
85,9,adult,"gotta go, see you tomorrow.",non_grooming,none
85,10,adult,"brb, need to finish homework.",non_grooming,none
86,0,adult,"brb, need to finish homework.",non_grooming,none
86,1,adult,"gotta go, see you tomorrow.",non_grooming,none
86,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
86,3,adult,"don’t worry, I always have your back.",grooming,trust_building
86,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
86,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
86,6,child,anyone wanna join my team?,non_grooming,none
86,7,child,"gotta go, see you tomorrow.",non_grooming,none
86,8,adult,anyone wanna join my team?,non_grooming,none
86,9,adult,anyone wanna join my team?,non_grooming,none
86,10,adult,anyone wanna join my team?,non_grooming,none
86,11,child,"gotta go, see you tomorrow.",non_grooming,none
87,0,child,nice shot! that was crazy.,non_grooming,none
87,1,child,anyone wanna join my team?,non_grooming,none
87,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
87,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building
87,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
87,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
87,6,child,"brb, need to finish homework.",non_grooming,none
88,0,child,nice shot! that was crazy.,non_grooming,none
88,1,adult,anyone wanna join my team?,non_grooming,none
88,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
88,3,adult,"don’t worry, I always have your back.",grooming,trust_building
88,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation
88,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
88,6,adult,my internet is lagging again omg.,non_grooming,none
88,7,child,nice shot! that was crazy.,non_grooming,none
88,8,adult,my internet is lagging again omg.,non_grooming,none
88,9,child,"gotta go, see you tomorrow.",non_grooming,none
88,10,adult,nice shot! that was crazy.,non_grooming,none
89,0,child,"brb, need to finish homework.",non_grooming,none
89,1,child,nice shot! that was crazy.,non_grooming,none
89,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
89,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building
89,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation
89,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
89,6,adult,my internet is lagging again omg.,non_grooming,none
89,7,child,nice shot! that was crazy.,non_grooming,none
89,8,adult,"gotta go, see you tomorrow.",non_grooming,none
89,9,child,"gotta go, see you tomorrow.",non_grooming,none
90,0,child,my internet is lagging again omg.,non_grooming,none
90,1,child,"gotta go, see you tomorrow.",non_grooming,none
90,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming
90,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building
90,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation
90,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
90,6,adult,anyone wanna join my team?,non_grooming,none
90,7,adult,"gotta go, see you tomorrow.",non_grooming,none
90,8,adult,my internet is lagging again omg.,non_grooming,none
91,0,child,anyone wanna join my team?,non_grooming,none
91,1,adult,nice shot! that was crazy.,non_grooming,none
91,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
91,3,adult,"don’t worry, I always have your back.",grooming,trust_building
91,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation
91,5,adult,"I feel really close to you, do you feel the same way about me?",grooming,escalation
92,0,adult,"brb, need to finish homework.",non_grooming,none
92,1,adult,nice shot! that was crazy.,non_grooming,none
92,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming
92,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building
92,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation
92,5,adult,"let’s talk somewhere more private, not in this chat.",grooming,escalation
92,6,adult,anyone wanna join my team?,non_grooming,none
92,7,child,"brb, need to finish homework.",non_grooming,none
92,8,adult,my internet is lagging again omg.,non_grooming,none
93,0,adult,"brb, need to finish homework.",non_grooming,none
93,1,adult,"gotta go, see you tomorrow.",non_grooming,none
93,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming
93,3,adult,"don’t worry, I always have your back.",grooming,trust_building
93,4,adult,"we should keep this just between us, it’s our secret.",grooming,isolation
93,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
93,6,child,anyone wanna join my team?,non_grooming,none
93,7,child,my internet is lagging again omg.,non_grooming,none
94,0,child,nice shot! that was crazy.,non_grooming,none
94,1,child,"gotta go, see you tomorrow.",non_grooming,none
94,2,adult,gg! want to play again tomorrow?,grooming,friendship_forming
94,3,adult,"you can tell me anything, I’m not like other people.",grooming,trust_building
94,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
94,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
94,6,child,my internet is lagging again omg.,non_grooming,none
94,7,adult,nice shot! that was crazy.,non_grooming,none
94,8,adult,my internet is lagging again omg.,non_grooming,none
94,9,adult,"brb, need to finish homework.",non_grooming,none
95,0,child,"gotta go, see you tomorrow.",non_grooming,none
95,1,child,"gotta go, see you tomorrow.",non_grooming,none
95,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
95,3,adult,"don’t worry, I always have your back.",grooming,trust_building
95,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation
95,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
96,0,child,nice shot! that was crazy.,non_grooming,none
96,1,adult,"brb, need to finish homework.",non_grooming,none
96,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
96,3,adult,"don’t worry, I always have your back.",grooming,trust_building
96,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
96,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
96,6,child,my internet is lagging again omg.,non_grooming,none
96,7,child,anyone wanna join my team?,non_grooming,none
96,8,child,"gotta go, see you tomorrow.",non_grooming,none
96,9,adult,nice shot! that was crazy.,non_grooming,none
96,10,child,my internet is lagging again omg.,non_grooming,none
96,11,child,"gotta go, see you tomorrow.",non_grooming,none
97,0,adult,nice shot! that was crazy.,non_grooming,none
97,1,adult,"gotta go, see you tomorrow.",non_grooming,none
97,2,adult,"you’re really good at this, how long have you been playing?",grooming,friendship_forming
97,3,adult,"don’t worry, I always have your back.",grooming,trust_building
97,4,adult,"don’t tell your parents about our chats, they wouldn’t understand.",grooming,isolation
97,5,adult,can you send me a pic just for me? I won’t show anyone.,grooming,escalation
97,6,adult,my internet is lagging again omg.,non_grooming,none
97,7,child,"gotta go, see you tomorrow.",non_grooming,none
98,0,adult,"brb, need to finish homework.",non_grooming,none
98,1,child,anyone wanna join my team?,non_grooming,none
98,2,adult,"hey, you seem cool, what games do you usually play?",grooming,friendship_forming
98,3,adult,"you seem different from other players, like I actually get you.",grooming,trust_building
98,4,adult,"you shouldn’t listen to your friends, they’re just jealous.",grooming,isolation
